epoch,custom_mean_io_u,loss,val_custom_mean_io_u,val_loss
0,0.3843466341495514,6.428024768829346,0.4069962501525879,6.277584552764893
1,0.4075632095336914,6.315206527709961,0.40962663292884827,6.230626583099365
2,0.4097236096858978,6.219982624053955,0.4101961553096771,5.3097639083862305
3,0.5390382409095764,1.9107638597488403,0.598829984664917,0.7197617292404175
4,0.6834307312965393,0.5478567481040955,0.7131519317626953,0.4813978970050812
5,0.7535879015922546,0.33713823556900024,0.7498857378959656,0.2553642690181732
6,0.76131272315979,0.22819289565086365,0.745048463344574,0.22931765019893646
7,0.759695827960968,0.2121884524822235,0.7411659359931946,0.23485389351844788
8,0.7585873603820801,0.2055712342262268,0.7508571743965149,0.21181008219718933
9,0.7642116546630859,0.19841860234737396,0.7476277351379395,0.20556099712848663
10,0.7592053413391113,0.19605636596679688,0.7513556480407715,0.2021511197090149
11,0.7640666961669922,0.19250214099884033,0.7506063580513,0.19966861605644226
12,0.7651907801628113,0.18982839584350586,0.7533988356590271,0.20157596468925476
13,0.760246753692627,0.19035044312477112,0.7568709850311279,0.1939118206501007
14,0.7672767043113708,0.18271906673908234,0.7577690482139587,0.1948883831501007
15,0.7591533660888672,0.18375976383686066,0.760701596736908,0.19273056089878082
16,0.7703695893287659,0.18005764484405518,0.7588456273078918,0.196951761841774
17,0.7699775099754333,0.18125614523887634,0.7637054324150085,0.1870206892490387
18,0.7718674540519714,0.17522898316383362,0.7627173066139221,0.1915101706981659
19,0.7693688869476318,0.1773594319820404,0.7626919150352478,0.19187045097351074
20,0.7745199203491211,0.1732262820005417,0.7624260783195496,0.1809817999601364
21,0.7699449062347412,0.17971988022327423,0.7648451924324036,0.1790449023246765
22,0.7654728293418884,0.1805301457643509,0.7472990155220032,0.18768198788166046
23,0.7808541655540466,0.17269311845302582,0.733897864818573,0.19597139954566956
24,0.7594459652900696,0.18999898433685303,0.7134910225868225,0.21135012805461884
25,0.7659631371498108,0.18746453523635864,0.7679281234741211,0.187016561627388
26,0.7729113698005676,0.17100080847740173,0.751746416091919,0.20383106172084808
27,0.7608625292778015,0.18089941143989563,0.7695152163505554,0.1823098063468933
28,0.7810373306274414,0.1684902161359787,0.7768052220344543,0.17305052280426025
29,0.7775204181671143,0.16644516587257385,0.7748650908470154,0.1787823736667633
30,0.7845110297203064,0.1627325415611267,0.7789085507392883,0.1749706119298935
31,0.7844123840332031,0.16152317821979523,0.7742088437080383,0.17907625436782837
32,0.7884788513183594,0.15780508518218994,0.7849834561347961,0.16747449338436127
33,0.7869675159454346,0.1594928354024887,0.780005156993866,0.16502119600772858
34,0.7859001755714417,0.16038058698177338,0.783355712890625,0.16388514637947083
35,0.7876849174499512,0.1587074249982834,0.7705194354057312,0.16755609214305878
36,0.7868353724479675,0.15761175751686096,0.7882835865020752,0.16348251700401306
37,0.793872594833374,0.15587781369686127,0.788121223449707,0.1601703017950058
38,0.794184684753418,0.15611989796161652,0.7902212738990784,0.16148829460144043
39,0.7829402089118958,0.16116772592067719,0.7829537391662598,0.16056035459041595
40,0.7909801006317139,0.15814223885536194,0.7768228054046631,0.16447937488555908
41,0.7924306988716125,0.15592417120933533,0.7869336009025574,0.1649584174156189
42,0.7934208512306213,0.1530642956495285,0.7930062413215637,0.16059362888336182
43,0.7937481999397278,0.153136745095253,0.7950342297554016,0.1569441854953766
44,0.7971073985099792,0.15013347566127777,0.7898173332214355,0.16496190428733826
45,0.7936663627624512,0.15114331245422363,0.7975379824638367,0.15719839930534363
46,0.8018296360969543,0.14741834998130798,0.7886034846305847,0.1552274078130722
47,0.7959901690483093,0.15145932137966156,0.7593644261360168,0.17019633948802948
48,0.7746254801750183,0.16692644357681274,0.7691099047660828,0.16568408906459808
49,0.798681914806366,0.15471020340919495,0.7664191126823425,0.16906078159809113
