epoch,custom_mean_io_u,loss,val_custom_mean_io_u,val_loss
0,0.6021146774291992,1.1953351497650146,0.943091630935669,0.37674272060394287
1,0.980440080165863,0.2988676130771637,0.989173412322998,0.16090115904808044
2,0.9848924875259399,0.0694836750626564,0.9884752035140991,0.03993280977010727
3,0.9890328645706177,0.026517687365412712,0.9913838505744934,0.014315448701381683
4,0.9912160634994507,0.013424555771052837,0.9919679760932922,0.01094083208590746
5,0.9915786981582642,0.011412298306822777,0.9922109842300415,0.010259676724672318
6,0.9918787479400635,0.01071199495345354,0.992581307888031,0.009489983320236206
7,0.9921700954437256,0.010085118934512138,0.992774248123169,0.00910121388733387
8,0.9923845529556274,0.009717296808958054,0.9929133653640747,0.008860408328473568
9,0.9925148487091064,0.009481480345129967,0.9930590391159058,0.008707975968718529
10,0.9926595687866211,0.009276092983782291,0.9931997656822205,0.008526541292667389
11,0.9927554726600647,0.009129966609179974,0.9932416677474976,0.008471393026411533
12,0.9928332567214966,0.008998244069516659,0.9933480024337769,0.00830702856183052
13,0.992904782295227,0.008894272148609161,0.9934113025665283,0.008184345439076424
14,0.9929860830307007,0.008805596269667149,0.9934556484222412,0.00818859413266182
15,0.9930906891822815,0.00863408762961626,0.9935488700866699,0.008016813546419144
16,0.9931374788284302,0.008575201034545898,0.9935898780822754,0.007958180271089077
17,0.9932069778442383,0.008478387258946896,0.9935500025749207,0.008007233031094074
18,0.993205189704895,0.008448080159723759,0.9936771392822266,0.007836944423615932
19,0.9932697415351868,0.008406984619796276,0.9937232732772827,0.00778924161568284
20,0.9933093786239624,0.008384635671973228,0.9937442541122437,0.007806595880538225
21,0.993372917175293,0.008254148997366428,0.9936325550079346,0.007895329035818577
22,0.9932888746261597,0.008394451811909676,0.993694543838501,0.007799788843840361
23,0.9934473037719727,0.008142928592860699,0.9937518835067749,0.0077744596637785435
24,0.9934921860694885,0.00813380442559719,0.993800699710846,0.007725046947598457
25,0.9935463070869446,0.008055519312620163,0.9939164519309998,0.0075483485125005245
26,0.9935803413391113,0.008000523783266544,0.9939153790473938,0.007539561949670315
27,0.9936249256134033,0.007909687235951424,0.993960976600647,0.007472967263311148
28,0.9936435222625732,0.007923629134893417,0.9939359426498413,0.007538673002272844
29,0.9936919212341309,0.007873103953897953,0.993954062461853,0.007513321936130524
30,0.9937097430229187,0.007826467975974083,0.9939497709274292,0.007487464230507612
31,0.9936296939849854,0.007901608943939209,0.9938773512840271,0.007595955394208431
32,0.9936507940292358,0.007869122549891472,0.9940485954284668,0.007375200279057026
33,0.9938184022903442,0.007644904311746359,0.9940232038497925,0.007402478251606226
34,0.9937821626663208,0.007715153507888317,0.9940624237060547,0.007372270803898573
35,0.9938327074050903,0.007666944060474634,0.9940892457962036,0.007263979408890009
36,0.9938519597053528,0.007596664130687714,0.9940825700759888,0.007294624112546444
37,0.9938755035400391,0.00755785359069705,0.9940764904022217,0.007268883753567934
38,0.9938679337501526,0.007609902415424585,0.9941176176071167,0.00727414945140481
39,0.9938915967941284,0.007595169823616743,0.9940165281295776,0.007453861180692911
40,0.9938791394233704,0.007601810619235039,0.994140625,0.007222126703709364
41,0.9939499497413635,0.007511247415095568,0.9940481185913086,0.007449243683367968
42,0.9938250184059143,0.007749559823423624,0.9934827089309692,0.008254014886915684
43,0.9936763048171997,0.00792705174535513,0.9935098886489868,0.008229917846620083
44,0.9937713742256165,0.007772775832563639,0.9941020011901855,0.007334258873015642
45,0.9939508438110352,0.00747190834954381,0.994128942489624,0.007277998141944408
46,0.993991494178772,0.007412484847009182,0.9941293001174927,0.007261158432811499
47,0.9939733743667603,0.007473105099052191,0.9941768646240234,0.007173617370426655
48,0.9940352439880371,0.007349303923547268,0.9942325353622437,0.007098730653524399
49,0.9940452575683594,0.00732034957036376,0.994195282459259,0.007108231540769339
