epoch,custom_mean_io_u,loss,val_custom_mean_io_u,val_loss
0,0.6509436964988708,0.8005204796791077,0.7794131636619568,0.6510894298553467
1,0.7988529801368713,0.5894355773925781,0.8081824779510498,0.5578113198280334
2,0.8167322278022766,0.5219515562057495,0.8169136047363281,0.5033833384513855
3,0.8270924687385559,0.4650748372077942,0.8213376402854919,0.4458315074443817
4,0.8340867161750793,0.38856241106987,0.8262808322906494,0.32148805260658264
5,0.8371104598045349,0.23090995848178864,0.8317084312438965,0.16136221587657928
6,0.8369202613830566,0.14567740261554718,0.8331828117370605,0.1412084549665451
7,0.8353672027587891,0.13726605474948883,0.8395360112190247,0.13512837886810303
8,0.8492252230644226,0.12566258013248444,0.8446652293205261,0.13535670936107635
9,0.8508607745170593,0.1231992170214653,0.8438801765441895,0.1298523247241974
10,0.8541334271430969,0.12135955691337585,0.8448231816291809,0.1278289258480072
11,0.8531299233436584,0.12176745384931564,0.8424616456031799,0.12806038558483124
12,0.8613550662994385,0.11516057699918747,0.8524844646453857,0.12211786955595016
13,0.8609717488288879,0.11528182029724121,0.8494608998298645,0.12239311635494232
14,0.8658201694488525,0.11208510398864746,0.8472053408622742,0.12454981356859207
15,0.8583891987800598,0.1163998395204544,0.8622075915336609,0.11609254777431488
16,0.8696827292442322,0.10772247612476349,0.8644773960113525,0.11790362000465393
17,0.8702854514122009,0.10854576528072357,0.8607205748558044,0.12262946367263794
18,0.8723535537719727,0.10877183079719543,0.871828019618988,0.10868820548057556
19,0.8793452382087708,0.10071305185556412,0.8702284693717957,0.10937678068876266
20,0.8805251717567444,0.10041486471891403,0.8755845427513123,0.10555398464202881
21,0.8871391415596008,0.0964926928281784,0.8747956156730652,0.10420145094394684
22,0.883045494556427,0.09705665707588196,0.8802400231361389,0.1004769429564476
23,0.8865818977355957,0.09534284472465515,0.8812372088432312,0.10110558569431305
24,0.8886100649833679,0.09348934888839722,0.8762519359588623,0.10337964445352554
25,0.87970370054245,0.10042942315340042,0.8729942440986633,0.11344748735427856
26,0.8781442642211914,0.10148416459560394,0.8719213604927063,0.10566191375255585
27,0.882684051990509,0.09807742387056351,0.8770377039909363,0.10192101448774338
28,0.8784872889518738,0.1002405434846878,0.8820114731788635,0.09889630228281021
29,0.888839066028595,0.09311424195766449,0.8752532005310059,0.10425395518541336
30,0.8873205184936523,0.093436099588871,0.876486599445343,0.10071071237325668
31,0.8855062127113342,0.09569920599460602,0.8796738982200623,0.10102829337120056
32,0.8840320706367493,0.09829343855381012,0.8800143599510193,0.10886950045824051
33,0.8853405117988586,0.09457810968160629,0.8879212737083435,0.09315410256385803
34,0.8948001861572266,0.08785568177700043,0.8853089809417725,0.0965907871723175
35,0.8927146792411804,0.09008798748254776,0.8908319473266602,0.09185703843832016
36,0.892689049243927,0.0892496407032013,0.8917748332023621,0.09090571850538254
37,0.8901898860931396,0.09030001610517502,0.8877761960029602,0.0946006178855896
38,0.8900320529937744,0.09059388935565948,0.8920831680297852,0.0899098664522171
39,0.8928074836730957,0.08859729021787643,0.8920304179191589,0.09057794511318207
40,0.9005253911018372,0.08257676661014557,0.8946130275726318,0.08858359605073929
41,0.8980637192726135,0.08643008023500443,0.8945002555847168,0.08851958066225052
42,0.8997630476951599,0.08218958228826523,0.8950931429862976,0.087771475315094
43,0.8995106220245361,0.08331999182701111,0.8958380222320557,0.08593916893005371
44,0.9014876484870911,0.08165380358695984,0.8973599076271057,0.08529115468263626
45,0.9032731056213379,0.08091913163661957,0.8953981995582581,0.08597803115844727
46,0.8932845592498779,0.0858210027217865,0.8784205317497253,0.10285638272762299
47,0.8976687788963318,0.08553880453109741,0.8987252116203308,0.08401279896497726
48,0.8986444473266602,0.08302213996648788,0.8982049822807312,0.08349820971488953
49,0.9028604030609131,0.08136606961488724,0.8963282704353333,0.08369660377502441
50,0.9020389914512634,0.08107320964336395,0.8880565762519836,0.08996334671974182
51,0.9012735486030579,0.08196506649255753,0.8971121907234192,0.08416593074798584
52,0.9052225947380066,0.07917051017284393,0.8950464129447937,0.08575931936502457
53,0.9027106761932373,0.08015105128288269,0.896282970905304,0.08255839347839355
54,0.9055051803588867,0.07794488966464996,0.8999490737915039,0.0818415954709053
55,0.9062268137931824,0.07741571217775345,0.8974935412406921,0.08283796906471252
56,0.9038583636283875,0.0777953490614891,0.8973350524902344,0.08414729684591293
57,0.9043164849281311,0.08078218251466751,0.90240478515625,0.07990273833274841
58,0.9014687538146973,0.08325545489788055,0.9005066752433777,0.08186870068311691
59,0.9015296101570129,0.08123405277729034,0.886263370513916,0.0960480272769928
60,0.8978413939476013,0.08143959194421768,0.9028418660163879,0.08036139607429504
61,0.9077966809272766,0.07782331109046936,0.8960781097412109,0.08410230278968811
62,0.9040188789367676,0.0777590349316597,0.8996421694755554,0.08247126638889313
63,0.9049115180969238,0.07705804705619812,0.8997741341590881,0.08155634254217148
64,0.9093789458274841,0.07474491000175476,0.8959280848503113,0.08508332073688507
65,0.904017984867096,0.08036893606185913,0.895311176776886,0.08486634492874146
66,0.9029008746147156,0.07799162715673447,0.8933420777320862,0.08809399604797363
67,0.9001522660255432,0.08437409996986389,0.8956112861633301,0.0855039432644844
