epoch,custom_mean_io_u,loss,val_custom_mean_io_u,val_loss
0,0.5464404225349426,2.052821636199951,0.5693708062171936,1.9328538179397583
1,0.5752502083778381,1.9362701177597046,0.5771315693855286,1.9143569469451904
2,0.5782489776611328,1.9265652894973755,0.5787941813468933,1.9096870422363281
3,0.5794904828071594,1.9231395721435547,0.5797327160835266,1.9066792726516724
4,0.5803506374359131,1.9206089973449707,0.5802000164985657,1.9048982858657837
5,0.5807114243507385,1.919507622718811,0.580564022064209,1.9038516283035278
6,0.5808761119842529,1.9190845489501953,0.5807740688323975,1.9032503366470337
7,0.5810816884040833,1.9184025526046753,0.5806951522827148,1.9031574726104736
8,0.5811135172843933,1.9182208776474,0.5808701515197754,1.902653455734253
9,0.5813807249069214,1.917370319366455,0.5812547206878662,1.9016737937927246
10,0.5815532207489014,1.9168466329574585,0.581365168094635,1.901069164276123
11,0.5816893577575684,1.9161765575408936,0.5814051032066345,1.9004008769989014
12,0.588129460811615,1.754983901977539,0.38271746039390564,4.559512615203857
13,0.5846922397613525,1.536056399345398,0.7304956316947937,0.37120866775512695
14,0.6884567141532898,0.4698444902896881,0.7337669730186462,0.31537365913391113
15,0.777418851852417,0.23926232755184174,0.7576087117195129,0.23914457857608795
16,0.7826047539710999,0.20792385935783386,0.7597553133964539,0.2191028892993927
17,0.7949737906455994,0.18830344080924988,0.7610077261924744,0.2186681628227234
18,0.7920425534248352,0.18801936507225037,0.7583560943603516,0.2199576199054718
19,0.7913041710853577,0.18340012431144714,0.7612928748130798,0.21841734647750854
20,0.7982454299926758,0.1793004870414734,0.7661771774291992,0.20497842133045197
21,0.8002466559410095,0.17385035753250122,0.7680511474609375,0.2014605849981308
22,0.7971457839012146,0.18047305941581726,0.7674685120582581,0.20457062125205994
23,0.7962868809700012,0.17918184399604797,0.7695915102958679,0.2004883736371994
24,0.8056225776672363,0.16827139258384705,0.7704984545707703,0.19757002592086792
25,0.8049715161323547,0.16816680133342743,0.7695023417472839,0.19971723854541779
26,0.8088059425354004,0.16724638640880585,0.7718964219093323,0.19633764028549194
27,0.8007363677024841,0.17216616868972778,0.7642930150032043,0.20680399239063263
28,0.8014624714851379,0.1706199198961258,0.7729840278625488,0.1942743957042694
29,0.8078063130378723,0.16502681374549866,0.7660897374153137,0.20349492132663727
30,0.8078275322914124,0.1652635633945465,0.7731054425239563,0.19433149695396423
31,0.8103649616241455,0.1624756157398224,0.7740160822868347,0.19114884734153748
32,0.8084354996681213,0.1625942587852478,0.7750533223152161,0.19140566885471344
33,0.8107731342315674,0.16192758083343506,0.7728748321533203,0.19548816978931427
34,0.8098354935646057,0.16207970678806305,0.77461177110672,0.1915479451417923
35,0.8130945563316345,0.15946553647518158,0.770153820514679,0.19507190585136414
36,0.8092470169067383,0.16386383771896362,0.772742748260498,0.19421805441379547
37,0.8074350357055664,0.16595770418643951,0.7760971188545227,0.1902851015329361
38,0.8093742728233337,0.1674489825963974,0.7770288586616516,0.18924453854560852
39,0.8052614331245422,0.16434000432491302,0.7774756550788879,0.18827030062675476
40,0.8080660700798035,0.16385753452777863,0.7744956612586975,0.1913159191608429
41,0.806854248046875,0.16963313519954681,0.7725726962089539,0.1950359046459198
42,0.8090761303901672,0.1614084243774414,0.7772481441497803,0.1889089196920395
43,0.8140767216682434,0.15563739836215973,0.7788358330726624,0.18576550483703613
44,0.8132612109184265,0.15570583939552307,0.7784428000450134,0.1865278035402298
45,0.8155973553657532,0.1562534123659134,0.7786691188812256,0.18794819712638855
46,0.8117057681083679,0.15807636082172394,0.7756034731864929,0.18754516541957855
47,0.7995226979255676,0.16711415350437164,0.762408435344696,0.20819289982318878
48,0.8084735870361328,0.1618204116821289,0.7722093462944031,0.19318655133247375
49,0.814396858215332,0.15793824195861816,0.7771472930908203,0.18780402839183807
