epoch,custom_mean_io_u,loss,val_custom_mean_io_u,val_loss
0,0.44657859206199646,0.24636133015155792,0.4456120431423187,0.24975170195102692
1,0.4482201635837555,0.24376678466796875,0.4420093894004822,0.24976851046085358
2,0.44978147745132446,0.2448064088821411,0.44776496291160583,0.24639761447906494
3,0.4499644339084625,0.24005748331546783,0.4481828212738037,0.24626889824867249
4,0.44995608925819397,0.23970364034175873,0.4517436921596527,0.24589253962039948
5,0.45204025506973267,0.23918171226978302,0.446718692779541,0.2431405484676361
6,0.45597514510154724,0.2391250729560852,0.44146543741226196,0.2477523237466812
7,0.4537394642829895,0.23879079520702362,0.455026239156723,0.24574007093906403
8,0.4549770951271057,0.23563003540039062,0.44906848669052124,0.24052852392196655
9,0.4588490426540375,0.23271742463111877,0.451972097158432,0.2383514940738678
10,0.46069201827049255,0.23127534985542297,0.4524973928928375,0.23714679479599
11,0.46329712867736816,0.23071244359016418,0.4497709274291992,0.23697452247142792
12,0.4616089463233948,0.22972950339317322,0.4513513445854187,0.2354843020439148
13,0.46218594908714294,0.22791913151741028,0.4566563665866852,0.23534640669822693
14,0.46604734659194946,0.22722598910331726,0.4540565609931946,0.23309093713760376
15,0.4651715159416199,0.22583092749118805,0.45385637879371643,0.23231394588947296
16,0.46580928564071655,0.22584711015224457,0.45893043279647827,0.23319408297538757
17,0.4666016101837158,0.22635431587696075,0.4518398642539978,0.23172177374362946
18,0.4688168466091156,0.22379177808761597,0.4529174864292145,0.23094789683818817
19,0.46822986006736755,0.22271421551704407,0.46044793725013733,0.23139913380146027
20,0.4682695269584656,0.22178786993026733,0.4556303918361664,0.2274019867181778
21,0.4679739475250244,0.2199406623840332,0.45895999670028687,0.2267022579908371
22,0.4718668460845947,0.2197594791650772,0.4608308672904968,0.22598378360271454
23,0.47163042426109314,0.21835453808307648,0.46045297384262085,0.22601468861103058
24,0.47056812047958374,0.21777036786079407,0.4575277864933014,0.22362610697746277
25,0.4730340838432312,0.21672683954238892,0.46075838804244995,0.22265011072158813
26,0.47633442282676697,0.21557140350341797,0.459320068359375,0.2218363881111145
27,0.4757373332977295,0.2150798887014389,0.4599997103214264,0.2211761772632599
28,0.47623211145401,0.21396289765834808,0.4551098346710205,0.22375839948654175
29,0.47707995772361755,0.21425792574882507,0.46162813901901245,0.21919561922550201
30,0.4763738214969635,0.21241667866706848,0.4637281000614166,0.2190541923046112
31,0.4794705808162689,0.21250590682029724,0.46756166219711304,0.22109980881214142
32,0.4789396822452545,0.2134159803390503,0.4653231203556061,0.2184341698884964
33,0.4791486859321594,0.21110323071479797,0.46145400404930115,0.2169436663389206
34,0.4816528856754303,0.2082085907459259,0.46730732917785645,0.21519841253757477
35,0.4821469187736511,0.207273468375206,0.46757444739341736,0.21624775230884552
36,0.48113662004470825,0.20811006426811218,0.4686012268066406,0.2141777127981186
37,0.48384183645248413,0.20601588487625122,0.4684487283229828,0.2136034071445465
38,0.48514580726623535,0.20365694165229797,0.46949833631515503,0.21130074560642242
39,0.48721298575401306,0.2048150599002838,0.4682949483394623,0.21076442301273346
